Age,Gender,Location,EducationLevel,ClickThroughRate,Impressions,EngagementTime,BounceRate,AdType,ContentTopic,AdSize,PurchaseHistory,BrowsingBehavior,SiteNavigationPatterns,TimeOfDay,DeviceUsed,InternetBrowser,,time of the day,,browser behaviour
25,Male,Birmingham,Secondary,0.179648175,8558,236,0.914823674,Text,Food,Small,None,Rare,Moderate,Evening,Desktop,Firefox,,,,
46,Male,London,Secondary,0.058056321,8899,153,0.333118083,Image,Food,Large,None,Frequent,Simple,Evening,Tablet,Safari,,,,
19,Other,Manchester,Post-secondary,0.163292142,4621,214,0.107835844,Text,Fashion,Small,Medium,Rare,Complex,Morning,Tablet,Edge,,,,
59,Female,Leeds,Secondary,0.419994812,3213,76,0.206518689,Text,Technology,Medium,None,Rare,Complex,Afternoon,Desktop,Edge,,,,
20,Female,Leeds,Post-secondary,0.693508972,7003,41,0.306537058,Video,Travel,Medium,Medium,Frequent,Simple,Night,Mobile,Safari,,,,
46,Female,Manchester,Secondary,0.641500885,6497,46,0.863470096,Video,Technology,Medium,None,Rare,Simple,Night,Desktop,Firefox,,,,
32,Other,Leeds,Secondary,0.005205979,913,174,0.549074292,Image,Fashion,Large,High,Rare,Complex,Morning,Mobile,Firefox,,,,
55,Male,Leeds,Secondary,0.793290653,2499,207,0.995082067,Text,Fashion,Large,High,Frequent,Moderate,Morning,Desktop,Edge,,,,
45,Other,Glasgow,Secondary,0.335687778,4862,12,0.285032016,Text,Fashion,Large,High,Rare,Moderate,Night,Tablet,Opera,,,,
54,Other,Leeds,Secondary,0.679715691,3929,77,0.068726816,Image,Food,Small,High,Moderate,Complex,Afternoon,Tablet,Chrome,,,,
49,Female,Manchester,Secondary,0.032673172,689,155,0.301188136,Video,Technology,Large,Medium,Frequent,Moderate,Morning,Desktop,Chrome,,,,
47,Male,Manchester,Secondary,0.393788243,7021,276,0.992594932,Image,Technology,Large,High,Moderate,Simple,Evening,Mobile,Safari,,,,
64,Female,London,Post-secondary,0.019610501,3449,222,0.743099165,Text,Sports,Large,None,Rare,Moderate,Night,Tablet,Edge,,,,
47,Male,Birmingham,Secondary,0.816345535,2387,38,0.91506135,Text,Food,Medium,High,Moderate,Complex,Afternoon,Desktop,Safari,,,,
51,Male,Manchester,Secondary,0.186967181,8708,232,0.594844734,Text,Travel,Large,Medium,Moderate,Moderate,Night,Desktop,Chrome,,,,
30,Female,Leeds,Secondary,0.674547908,9896,171,0.27536345,Image,Travel,Small,Medium,Rare,Simple,Night,Mobile,Safari,,,,
50,Female,London,Post-secondary,0.277066163,2060,291,0.954431379,Text,Sports,Medium,Low,Rare,Complex,Afternoon,Desktop,Chrome,,,,
59,Other,Glasgow,Secondary,0.135351114,2507,168,0.229156452,Image,Fashion,Small,Low,Frequent,Moderate,Afternoon,Mobile,Opera,,,,
34,Male,London,Secondary,0.930295339,7320,78,0.397114034,Image,Food,Medium,None,Rare,Moderate,Evening,Desktop,Edge,,,,
20,Male,Leeds,Post-secondary,0.595024616,5794,256,0.293387807,Text,Technology,Medium,None,Moderate,Complex,Night,Tablet,Safari,,,,
26,Male,Manchester,Secondary,0.890631047,7643,273,0.643459049,Video,Sports,Large,Low,Rare,Moderate,Night,Mobile,Chrome,,,,
28,Male,London,Secondary,0.306599402,926,67,0.418009726,Image,Technology,Medium,Medium,Rare,Moderate,Night,Mobile,Opera,,,,
44,Male,Leeds,Secondary,0.829835334,7697,147,0.957108208,Text,Technology,Large,None,Moderate,Complex,Morning,Desktop,Firefox,,,,
45,Other,Glasgow,Secondary,0.941682333,4026,209,0.967420079,Image,Technology,Medium,Medium,Frequent,Moderate,Afternoon,Tablet,Edge,,,,
19,Male,London,Post-secondary,0.395183827,1100,117,0.096914018,Text,Fashion,Small,Medium,Frequent,Simple,Evening,Desktop,Safari,,,,
18,Other,Leeds,Secondary,0.904131051,5492,253,0.928333093,Video,Travel,Small,None,Moderate,Simple,Morning,Desktop,Opera,,,,
23,Female,Birmingham,Secondary,0.335085743,3495,192,0.797996015,Video,Fashion,Medium,None,Frequent,Simple,Afternoon,Desktop,Safari,,,,
42,Other,Manchester,Secondary,0.324599999,3386,59,0.712337436,Image,Fashion,Large,Medium,Moderate,Moderate,Evening,Tablet,Edge,,,,
52,Other,Leeds,Post-secondary,0.995732672,4963,219,0.362785981,Text,Travel,Medium,Medium,Frequent,Moderate,Night,Mobile,Opera,,,,
33,Other,Birmingham,Secondary,0.952410448,1916,186,0.67955724,Image,Travel,Medium,None,Rare,Simple,Evening,Tablet,Opera,,,,
21,Female,Manchester,Secondary,0.228618346,865,71,0.810666434,Image,Sports,Large,High,Rare,Complex,Evening,Tablet,Safari,,,,
64,Male,Manchester,Secondary,0.837202027,1902,69,0.830424746,Video,Fashion,Medium,None,Moderate,Simple,Afternoon,Desktop,Firefox,,,,
55,Other,Manchester,Secondary,0.342457878,9420,63,0.805775619,Video,Food,Small,Medium,Rare,Simple,Afternoon,Tablet,Opera,,,,
61,Female,Birmingham,Secondary,0.979243374,9504,222,0.32002359,Image,Technology,Large,Medium,Frequent,Complex,Evening,Mobile,Safari,,,,
37,Other,London,Secondary,0.849817629,8637,157,0.185012992,Image,Food,Small,Medium,Frequent,Moderate,Afternoon,Mobile,Edge,,,,
42,Other,Birmingham,Secondary,0.904919301,3198,193,0.543775351,Text,Food,Medium,High,Frequent,Simple,Night,Tablet,Chrome,,,,
24,Female,Birmingham,Secondary,0.573673511,9981,8,0.254226021,Text,Food,Large,High,Frequent,Simple,Afternoon,Tablet,Opera,,,,
38,Other,Leeds,Secondary,0.294151352,1346,281,0.784985182,Video,Travel,Medium,None,Rare,Simple,Morning,Desktop,Opera,,,,
24,Other,Leeds,Secondary,0.197525006,2429,52,0.044669987,Text,Sports,Medium,High,Frequent,Simple,Morning,Desktop,Firefox,,,,
46,Male,Glasgow,Secondary,0.527871921,7551,51,0.425408548,Image,Fashion,Large,High,Frequent,Complex,Afternoon,Tablet,Opera,,,,
24,Female,Birmingham,Post-secondary,0.671515725,1316,255,0.778588029,Text,Travel,Small,Medium,Frequent,Simple,Morning,Tablet,Opera,,,,
20,Other,Birmingham,Secondary,0.741788635,1581,229,0.080559104,Video,Sports,Small,None,Rare,Simple,Morning,Desktop,Chrome,,,,
46,Female,Glasgow,Secondary,0.170383213,3617,117,0.686979145,Text,Sports,Small,Low,Frequent,Complex,Evening,Desktop,Edge,,,,
46,Female,Birmingham,Secondary,0.535887993,9723,178,0.231063256,Text,Sports,Small,Medium,Frequent,Complex,Morning,Tablet,Safari,,,,
56,Male,Birmingham,Secondary,0.43610982,2584,121,0.127393893,Image,Sports,Medium,High,Rare,Complex,Afternoon,Desktop,Edge,,,,
55,Male,Glasgow,Secondary,0.208224211,1321,191,0.307886855,Text,Technology,Medium,Medium,Frequent,Complex,Night,Mobile,Safari,,,,
23,Male,Glasgow,Post-secondary,0.552962317,134,11,0.019336248,Text,Technology,Large,None,Rare,Moderate,Night,Desktop,Edge,,,,
63,Other,Glasgow,Secondary,0.275913722,5699,85,0.630022497,Image,Travel,Small,None,Frequent,Moderate,Morning,Tablet,Chrome,,,,
27,Other,Manchester,Secondary,0.535054557,2022,119,0.332908883,Text,Fashion,Medium,High,Moderate,Moderate,Morning,Tablet,Firefox,,,,
54,Other,Leeds,Secondary,0.200109345,3890,68,0.993711199,Video,Fashion,Medium,High,Frequent,Simple,Evening,Mobile,Edge,,,,
31,Other,Glasgow,Secondary,0.899942537,2943,92,0.097839347,Text,Travel,Large,Low,Frequent,Complex,Afternoon,Tablet,Firefox,,,,
39,Other,Manchester,Secondary,0.338102825,4863,31,0.894884276,Video,Fashion,Small,High,Frequent,Simple,Evening,Mobile,Chrome,,,,
49,Other,Leeds,Post-secondary,0.610334603,6436,203,0.497957749,Image,Travel,Medium,None,Frequent,Complex,Night,Tablet,Firefox,,,,
35,Female,Glasgow,Secondary,0.121932987,3513,210,0.117700719,Video,Fashion,Medium,Low,Moderate,Moderate,Night,Desktop,Firefox,,,,
53,Female,Birmingham,Secondary,0.630017193,9564,192,0.856117341,Video,Food,Small,Medium,Moderate,Moderate,Morning,Mobile,Safari,,,,
63,Male,Birmingham,Secondary,0.272040339,8053,191,0.111045564,Video,Technology,Large,Medium,Rare,Complex,Evening,Tablet,Edge,,,,
26,Other,Leeds,Secondary,0.95653159,9132,55,0.645859281,Text,Travel,Medium,None,Rare,Complex,Night,Mobile,Chrome,,,,
43,Female,London,Secondary,0.394154266,3308,107,0.245217563,Image,Sports,Medium,High,Rare,Complex,Afternoon,Mobile,Opera,,,,
39,Male,Leeds,Post-secondary,0.607406557,5009,240,0.449117544,Text,Fashion,Large,None,Moderate,Simple,Morning,Desktop,Chrome,,,,
63,Male,Manchester,Secondary,0.215813366,5752,61,0.573019923,Text,Travel,Small,Low,Moderate,Moderate,Afternoon,Tablet,Chrome,,,,
55,Male,Birmingham,Post-secondary,0.861476203,3577,50,0.91967546,Text,Food,Large,None,Rare,Complex,Night,Tablet,Safari,,,,
40,Male,Birmingham,Secondary,0.804332918,6154,130,0.28451376,Video,Food,Large,High,Rare,Complex,Night,Desktop,Opera,,,,
34,Female,Glasgow,Post-secondary,0.245635312,9116,230,0.387694847,Image,Technology,Small,High,Moderate,Simple,Evening,Mobile,Safari,,,,
43,Female,Manchester,Secondary,0.911048508,2735,73,0.199595771,Text,Travel,Medium,Medium,Frequent,Simple,Night,Desktop,Chrome,,,,
64,Female,London,Secondary,0.040155022,4860,277,0.343621635,Image,Travel,Small,Medium,Rare,Moderate,Morning,Desktop,Firefox,,,,
55,Male,Manchester,Secondary,0.752573121,2139,123,0.125811828,Image,Fashion,Medium,High,Rare,Moderate,Evening,Tablet,Firefox,,,,
19,Male,Manchester,Secondary,0.457868785,5881,262,0.548083396,Video,Sports,Small,High,Rare,Simple,Evening,Desktop,Chrome,,,,
23,Other,Manchester,Post-secondary,0.835459394,3904,184,0.559231614,Text,Food,Small,None,Frequent,Simple,Afternoon,Tablet,Edge,,,,
24,Other,Manchester,Post-secondary,0.465485967,7756,178,0.623373136,Image,Sports,Small,Medium,Moderate,Complex,Night,Mobile,Safari,,,,
30,Male,London,Secondary,0.065582096,6851,85,0.23035238,Text,Food,Large,Medium,Frequent,Simple,Night,Tablet,Firefox,,,,
44,Female,Manchester,Secondary,0.226545532,6170,299,0.432355653,Text,Fashion,Medium,Medium,Frequent,Complex,Evening,Desktop,Safari,,,,
28,Male,London,Secondary,0.994374835,4846,265,0.041429087,Text,Technology,Large,Medium,Frequent,Simple,Afternoon,Mobile,Chrome,,,,
32,Other,Leeds,Secondary,0.334177603,2196,120,0.040256688,Image,Travel,Small,None,Moderate,Simple,Evening,Desktop,Opera,,,,
26,Other,Manchester,Secondary,0.160305217,8142,287,0.309462858,Video,Food,Large,High,Moderate,Simple,Afternoon,Tablet,Edge,,,,
25,Female,Glasgow,Post-secondary,0.805830826,1839,241,0.489142951,Image,Food,Small,None,Frequent,Simple,Morning,Mobile,Chrome,,,,
63,Male,London,Post-secondary,0.045069827,8424,80,0.692974018,Video,Travel,Small,None,Frequent,Moderate,Morning,Desktop,Safari,,,,
23,Other,London,Secondary,0.066408751,6240,266,0.758673465,Video,Technology,Large,Low,Moderate,Moderate,Night,Desktop,Safari,,,,
60,Female,Manchester,Post-secondary,0.297518779,6352,171,0.40178098,Image,Food,Medium,Medium,Rare,Moderate,Night,Tablet,Opera,,,,
21,Other,Glasgow,Secondary,0.047400975,1330,163,0.755606422,Image,Sports,Small,None,Moderate,Simple,Morning,Desktop,Safari,,,,
28,Female,Glasgow,Secondary,0.995712684,3676,29,0.727604011,Text,Fashion,Small,Medium,Frequent,Moderate,Afternoon,Desktop,Edge,,,,
45,Other,Manchester,Secondary,0.691128886,3867,50,0.632474171,Video,Technology,Small,High,Moderate,Simple,Morning,Mobile,Firefox,,,,
43,Other,Glasgow,Post-secondary,0.519586441,1099,150,0.141629761,Image,Sports,Small,High,Frequent,Moderate,Afternoon,Mobile,Firefox,,,,
21,Male,London,Post-secondary,0.80516639,4622,202,0.287243989,Video,Food,Large,High,Moderate,Moderate,Night,Tablet,Opera,,,,
32,Female,Manchester,Secondary,0.662486801,5114,188,0.533876752,Video,Technology,Small,Medium,Rare,Moderate,Night,Tablet,Edge,,,,
36,Female,Manchester,Post-secondary,0.173264954,6795,95,0.813931934,Image,Travel,Medium,None,Rare,Complex,Night,Tablet,Opera,,,,
23,Other,Manchester,Secondary,0.2196338,8204,274,0.403313817,Video,Technology,Large,High,Moderate,Simple,Evening,Tablet,Firefox,,,,
22,Male,Leeds,Secondary,0.867694286,134,281,0.967066246,Image,Food,Large,High,Frequent,Simple,Evening,Mobile,Safari,,,,
35,Other,Manchester,Secondary,0.336961327,4487,130,0.66540057,Image,Fashion,Small,None,Rare,Moderate,Morning,Tablet,Opera,,,,
23,Other,Birmingham,Secondary,0.447640343,5192,9,0.313055637,Image,Sports,Medium,None,Frequent,Complex,Afternoon,Mobile,Edge,,,,
48,Other,Birmingham,Secondary,0.391135712,5656,212,0.56143408,Text,Travel,Medium,None,Rare,Simple,Night,Tablet,Safari,,,,
42,Female,London,Post-secondary,0.052029812,5919,194,0.375073681,Text,Technology,Large,High,Moderate,Simple,Morning,Tablet,Opera,,,,
21,Male,Leeds,Secondary,0.704573717,7665,45,0.911981144,Text,Fashion,Large,High,Moderate,Moderate,Evening,Tablet,Edge,,,,
23,Other,Leeds,Secondary,0.540074081,6554,146,0.048347194,Video,Fashion,Large,Low,Rare,Moderate,Night,Mobile,Safari,,,,
58,Other,Glasgow,Secondary,0.676140082,8538,80,0.228915535,Text,Sports,Large,None,Moderate,Complex,Morning,Desktop,Firefox,,,,
54,Other,Manchester,Post-secondary,0.27823139,291,197,0.096566531,Video,Technology,Large,Low,Moderate,Complex,Evening,Tablet,Firefox,,,,
42,Female,Birmingham,Secondary,0.406913908,1171,163,0.805619692,Image,Technology,Medium,Low,Moderate,Simple,Afternoon,Tablet,Safari,,,,
51,Other,Leeds,Post-secondary,0.192649762,8175,139,0.191079402,Video,Sports,Small,Medium,Rare,Moderate,Morning,Mobile,Edge,,,,
36,Female,Birmingham,Secondary,0.419682631,6486,258,0.742847381,Image,Fashion,Large,Low,Frequent,Complex,Morning,Desktop,Firefox,,,,
51,Female,Birmingham,Post-secondary,0.653491412,6201,117,0.561596494,Image,Technology,Medium,Medium,Frequent,Moderate,Afternoon,Tablet,Opera,,,,
32,Female,Manchester,Post-secondary,0.944689043,1828,150,0.830215985,Image,Travel,Medium,Low,Moderate,Complex,Afternoon,Desktop,Chrome,,,,
25,Female,Birmingham,Secondary,0.6634572,7413,46,0.994948793,Image,Food,Medium,High,Frequent,Moderate,Afternoon,Tablet,Opera,,,,
61,Female,London,Secondary,0.52515973,3937,103,0.154236787,Image,Technology,Medium,None,Frequent,Moderate,Evening,Tablet,Firefox,,,,
64,Male,London,Secondary,0.416367222,3212,134,0.150417331,Image,Travel,Large,High,Frequent,Simple,Morning,Mobile,Edge,,,,
51,Female,Leeds,Secondary,0.105549684,327,69,0.636215533,Text,Fashion,Large,High,Rare,Moderate,Morning,Desktop,Firefox,,,,
35,Female,Leeds,Secondary,0.477074297,6727,219,0.036304373,Video,Sports,Large,Medium,Frequent,Complex,Night,Tablet,Chrome,,,,
47,Other,Glasgow,Post-secondary,0.155108093,3807,288,0.81741795,Text,Travel,Large,High,Frequent,Complex,Afternoon,Mobile,Firefox,,,,
30,Male,Birmingham,Post-secondary,0.582187183,2751,122,0.376639292,Text,Travel,Large,Medium,Frequent,Complex,Night,Mobile,Opera,,,,
64,Male,Leeds,Secondary,0.730247078,1649,157,0.398934723,Video,Technology,Medium,High,Moderate,Moderate,Night,Tablet,Firefox,,,,
50,Other,Manchester,Secondary,0.946495612,1288,231,0.572045813,Text,Sports,Medium,None,Moderate,Simple,Night,Mobile,Opera,,,,
52,Female,Leeds,Secondary,0.296852868,3470,135,0.342095391,Text,Sports,Large,High,Moderate,Simple,Afternoon,Mobile,Chrome,,,,
41,Male,London,Secondary,0.396905539,9596,291,0.30023524,Image,Travel,Large,High,Moderate,Simple,Evening,Tablet,Edge,,,,
43,Female,Birmingham,Post-secondary,0.18295194,5012,291,0.204969219,Image,Travel,Small,Medium,Rare,Complex,Morning,Mobile,Edge,,,,
64,Other,London,Post-secondary,0.87794051,9623,221,0.71882147,Text,Fashion,Large,High,Moderate,Simple,Afternoon,Tablet,Firefox,,,,
61,Male,Leeds,Post-secondary,0.824077224,3668,42,0.768612561,Video,Technology,Small,Low,Moderate,Moderate,Afternoon,Tablet,Opera,,,,
59,Female,Leeds,Secondary,0.774959895,604,280,0.608102664,Image,Sports,Small,Medium,Rare,Moderate,Afternoon,Mobile,Edge,,,,
64,Male,London,Post-secondary,0.057290039,8964,189,0.236033801,Text,Food,Large,Medium,Rare,Simple,Evening,Tablet,Opera,,,,
18,Male,Glasgow,Post-secondary,0.556719442,9488,22,0.694758943,Text,Travel,Small,High,Rare,Complex,Morning,Tablet,Edge,,,,
30,Female,Glasgow,Secondary,0.235013562,2750,38,0.157858906,Text,Food,Medium,Medium,Frequent,Simple,Night,Mobile,Firefox,,,,
27,Female,Leeds,Secondary,0.119685197,3308,279,0.878282462,Image,Travel,Medium,Low,Rare,Moderate,Morning,Tablet,Chrome,,,,
36,Male,Glasgow,Secondary,0.7816131,5237,102,0.446326058,Text,Sports,Small,Low,Frequent,Moderate,Morning,Mobile,Safari,,,,
22,Other,London,Secondary,0.211581375,9939,134,0.475861274,Text,Technology,Small,None,Rare,Moderate,Morning,Mobile,Chrome,,,,
25,Male,Birmingham,Post-secondary,0.500811698,6906,115,0.20414819,Text,Food,Large,Low,Moderate,Simple,Morning,Desktop,Edge,,,,
21,Other,Leeds,Secondary,0.526096348,8705,81,0.615511121,Video,Fashion,Medium,High,Rare,Simple,Evening,Mobile,Chrome,,,,
30,Male,Manchester,Secondary,0.213282004,5988,69,0.985048885,Image,Sports,Medium,Low,Rare,Moderate,Night,Tablet,Chrome,,,,
55,Female,Glasgow,Secondary,0.492261166,3666,48,0.589100485,Text,Food,Small,None,Rare,Simple,Afternoon,Tablet,Firefox,,,,
63,Other,Glasgow,Secondary,0.052819898,2666,172,0.652345155,Video,Travel,Small,Medium,Frequent,Simple,Evening,Desktop,Chrome,,,,
63,Other,Manchester,Post-secondary,7.24E-05,307,227,0.288489166,Text,Technology,Large,Low,Moderate,Simple,Morning,Mobile,Firefox,,,,
36,Male,Manchester,Post-secondary,0.880321932,249,109,0.325851408,Text,Travel,Medium,Medium,Rare,Complex,Evening,Tablet,Edge,,,,
25,Male,London,Post-secondary,0.415588702,4790,283,0.19635559,Video,Technology,Small,High,Frequent,Complex,Evening,Desktop,Edge,,,,
44,Other,London,Post-secondary,0.907419799,6779,71,0.514601672,Text,Travel,Medium,None,Moderate,Simple,Night,Tablet,Opera,,,,
64,Female,Glasgow,Secondary,0.49630736,2462,191,0.147974577,Text,Food,Large,Low,Rare,Moderate,Morning,Tablet,Firefox,,,,
47,Other,Birmingham,Post-secondary,0.431108295,3492,129,0.618481276,Video,Fashion,Large,Medium,Rare,Simple,Night,Tablet,Chrome,,,,
21,Other,London,Secondary,0.295912141,328,149,0.465310224,Text,Travel,Medium,None,Frequent,Complex,Night,Tablet,Firefox,,,,
28,Female,London,Secondary,0.081688938,1148,184,0.624311893,Image,Food,Medium,Low,Frequent,Complex,Afternoon,Tablet,Opera,,,,
38,Female,Leeds,Secondary,0.309694649,8232,120,0.07072085,Video,Food,Medium,Low,Rare,Simple,Afternoon,Desktop,Safari,,,,
60,Male,Leeds,Secondary,0.608470265,3213,83,0.884057072,Text,Travel,Medium,High,Moderate,Complex,Evening,Desktop,Firefox,,,,
19,Male,London,Secondary,0.762786347,390,228,0.378581378,Image,Fashion,Small,Low,Frequent,Simple,Night,Tablet,Firefox,,,,
38,Male,Birmingham,Post-secondary,0.540825518,2342,52,0.206931359,Text,Technology,Medium,High,Moderate,Complex,Morning,Tablet,Safari,,,,
34,Female,Glasgow,Post-secondary,0.758255844,6380,52,0.500783715,Video,Food,Large,Low,Frequent,Complex,Evening,Tablet,Firefox,,,,
60,Other,Manchester,Secondary,0.157751592,8270,115,0.929820897,Text,Food,Large,None,Rare,Simple,Night,Mobile,Safari,,,,
46,Female,London,Secondary,0.583239932,4840,27,0.694286147,Image,Food,Small,Low,Rare,Moderate,Afternoon,Mobile,Firefox,,,,
44,Male,Birmingham,Post-secondary,0.882603227,6664,33,0.34008672,Text,Food,Medium,High,Rare,Complex,Evening,Mobile,Safari,,,,
41,Other,Birmingham,Secondary,0.217960208,5798,78,0.303843547,Text,Travel,Small,Medium,Frequent,Simple,Afternoon,Desktop,Firefox,,,,
20,Male,Birmingham,Secondary,0.227668938,5856,104,0.661286557,Text,Technology,Medium,Low,Moderate,Complex,Night,Mobile,Safari,,,,
56,Other,London,Secondary,0.748432513,400,281,0.088804657,Image,Travel,Large,Low,Moderate,Moderate,Night,Tablet,Edge,,,,
27,Female,London,Post-secondary,0.812056785,5020,128,0.365410182,Image,Fashion,Medium,Medium,Frequent,Complex,Afternoon,Tablet,Opera,,,,
20,Male,Birmingham,Secondary,0.24804633,4371,177,0.478677784,Text,Technology,Large,Low,Frequent,Complex,Morning,Desktop,Edge,,,,
62,Female,Birmingham,Secondary,0.331569804,1000,244,0.760517477,Text,Sports,Small,None,Moderate,Complex,Afternoon,Tablet,Edge,,,,
59,Female,London,Secondary,0.6317694,3503,110,0.325517314,Video,Fashion,Small,Low,Frequent,Simple,Afternoon,Tablet,Edge,,,,
43,Female,Glasgow,Secondary,0.398431713,9676,175,0.792151829,Video,Travel,Medium,None,Frequent,Complex,Morning,Tablet,Edge,,,,
54,Other,London,Secondary,0.62401097,9342,84,0.782687491,Image,Food,Small,None,Frequent,Complex,Morning,Tablet,Safari,,,,
44,Female,Leeds,Secondary,0.496430032,877,202,0.01946321,Video,Travel,Large,Low,Rare,Moderate,Morning,Mobile,Edge,,,,
22,Female,Birmingham,Post-secondary,0.773651309,8415,218,0.190413124,Text,Travel,Small,Low,Frequent,Simple,Night,Mobile,Opera,,,,
59,Other,Glasgow,Post-secondary,0.845888647,4285,289,0.653394279,Video,Travel,Small,Low,Rare,Complex,Night,Tablet,Firefox,,,,
28,Female,Manchester,Secondary,0.863827209,2472,299,0.49604206,Image,Fashion,Large,None,Rare,Moderate,Night,Desktop,Safari,,,,
30,Female,London,Post-secondary,0.611525078,4738,24,0.027636322,Image,Sports,Large,High,Rare,Simple,Morning,Desktop,Chrome,,,,
58,Female,Birmingham,Post-secondary,0.612584105,3731,81,0.359648881,Text,Food,Small,Medium,Frequent,Moderate,Evening,Tablet,Safari,,,,
51,Other,London,Post-secondary,0.449646899,1541,142,0.6257736,Image,Food,Medium,None,Frequent,Complex,Morning,Mobile,Firefox,,,,
55,Other,Manchester,Post-secondary,0.027614045,217,31,0.99168634,Video,Travel,Small,High,Moderate,Simple,Night,Desktop,Chrome,,,,
57,Male,London,Secondary,0.299180219,7873,153,0.206874495,Image,Travel,Large,Low,Frequent,Complex,Afternoon,Desktop,Opera,,,,
50,Female,Glasgow,Secondary,0.063697719,5953,41,0.152719007,Text,Travel,Small,High,Frequent,Moderate,Afternoon,Desktop,Safari,,,,
51,Other,Manchester,Secondary,0.437785249,7736,164,0.364368462,Video,Travel,Medium,High,Rare,Moderate,Evening,Desktop,Firefox,,,,
44,Female,Leeds,Post-secondary,0.849485249,6553,217,0.550912629,Image,Fashion,Medium,Low,Frequent,Moderate,Night,Tablet,Safari,,,,
53,Other,Leeds,Post-secondary,0.596802018,7004,149,0.664499318,Video,Fashion,Small,Medium,Frequent,Simple,Night,Tablet,Opera,,,,
43,Other,Birmingham,Secondary,0.675532598,1445,164,0.360814757,Video,Technology,Small,None,Frequent,Simple,Afternoon,Desktop,Opera,,,,
42,Other,Leeds,Secondary,0.188007972,9809,52,0.228441638,Video,Technology,Medium,High,Moderate,Moderate,Afternoon,Tablet,Opera,,,,
36,Male,London,Secondary,0.26195315,8280,248,0.00522443,Text,Fashion,Medium,Low,Rare,Complex,Morning,Desktop,Opera,,,,
38,Female,Glasgow,Secondary,0.163132153,6381,107,0.183446999,Image,Travel,Small,High,Moderate,Complex,Night,Tablet,Edge,,,,
48,Other,Leeds,Post-secondary,0.842688762,6201,41,0.100063564,Text,Food,Large,None,Rare,Complex,Morning,Desktop,Safari,,,,
46,Female,Birmingham,Secondary,0.280313013,2178,246,0.242109865,Text,Fashion,Medium,Medium,Frequent,Simple,Afternoon,Mobile,Opera,,,,
26,Other,London,Secondary,0.56232631,5883,156,0.322574473,Image,Fashion,Small,High,Moderate,Simple,Evening,Desktop,Opera,,,,
36,Female,Birmingham,Secondary,0.141128613,437,287,0.078738401,Image,Technology,Medium,Medium,Moderate,Moderate,Morning,Tablet,Chrome,,,,
43,Female,Birmingham,Post-secondary,0.123988908,4334,53,0.405845959,Video,Sports,Medium,None,Rare,Moderate,Evening,Tablet,Safari,,,,
42,Other,Glasgow,Secondary,0.347583363,8851,122,0.16762608,Image,Food,Large,None,Frequent,Moderate,Afternoon,Desktop,Firefox,,,,
57,Female,Glasgow,Post-secondary,0.330353158,9313,163,0.581367552,Image,Food,Medium,High,Frequent,Simple,Afternoon,Tablet,Opera,,,,
60,Male,Birmingham,Secondary,0.328853234,9755,124,0.377877415,Image,Sports,Medium,Medium,Rare,Complex,Night,Mobile,Firefox,,,,
46,Male,Birmingham,Post-secondary,0.600932787,6634,84,0.639652066,Image,Technology,Large,None,Frequent,Moderate,Afternoon,Tablet,Chrome,,,,
42,Female,Leeds,Secondary,0.315990156,7594,199,0.776154387,Text,Food,Small,None,Frequent,Complex,Evening,Mobile,Opera,,,,
36,Female,Leeds,Secondary,0.768735869,2169,69,0.084702995,Image,Technology,Medium,None,Frequent,Complex,Afternoon,Desktop,Safari,,,,
21,Other,Manchester,Secondary,0.090670768,2567,161,0.382478677,Video,Technology,Large,High,Moderate,Moderate,Morning,Tablet,Safari,,,,
62,Other,Glasgow,Secondary,0.324785858,2383,233,0.97777518,Image,Travel,Large,Medium,Frequent,Complex,Afternoon,Mobile,Opera,,,,
37,Female,Leeds,Secondary,0.669193129,1407,108,0.002309596,Image,Sports,Large,High,Moderate,Simple,Evening,Desktop,Opera,,,,
63,Female,Birmingham,Post-secondary,0.60293211,9204,243,0.458911007,Video,Sports,Small,Low,Frequent,Complex,Afternoon,Desktop,Safari,,,,
18,Female,Leeds,Secondary,0.119515618,1138,191,0.468909556,Text,Travel,Small,High,Moderate,Complex,Afternoon,Tablet,Opera,,,,
28,Female,Manchester,Secondary,0.439473493,8841,231,0.823721558,Text,Technology,Large,Low,Rare,Moderate,Afternoon,Mobile,Opera,,,,
21,Male,Leeds,Secondary,0.309221463,4615,50,0.290226907,Image,Technology,Medium,None,Moderate,Complex,Morning,Tablet,Opera,,,,
24,Female,Birmingham,Post-secondary,0.631870432,427,168,0.77603065,Video,Food,Large,Medium,Rare,Moderate,Morning,Desktop,Edge,,,,
45,Other,Leeds,Secondary,0.12987028,414,58,0.002200223,Image,Sports,Small,None,Frequent,Moderate,Evening,Desktop,Safari,,,,
53,Male,Leeds,Secondary,0.670565923,2076,210,0.490750018,Image,Food,Small,Low,Frequent,Complex,Afternoon,Mobile,Chrome,,,,
24,Female,Glasgow,Post-secondary,0.463832531,3751,212,0.319320488,Text,Food,Small,Low,Frequent,Moderate,Morning,Tablet,Firefox,,,,
37,Other,Glasgow,Post-secondary,0.274889988,9167,247,0.80815553,Image,Sports,Large,None,Moderate,Moderate,Evening,Mobile,Firefox,,,,
52,Male,Manchester,Post-secondary,0.747443994,9781,241,0.402947279,Video,Food,Large,None,Rare,Simple,Morning,Mobile,Edge,,,,
